,code,product_name,countries,nutrition_grade_fr,pnns_groups_1,pnns_groups_2,energy_100g,sugars_100g,nutrition-score-fr_100g
176244,2000000033924,Cheesecake,en:FR,c,Sugary snacks,Biscuits and cakes,878.0,18.0,4.0
176257,2000000034236,Cheesecake à la Framboise,en:FR,d,Milk and dairy products,Dairy desserts,901.0,20.6,12.0
176290,2000000034992,Valcao,en:FR,e,Beverages,Sweetened beverages,1641.4,85.2,15.0
176306,2000000035270,Barre Commando Café,en:FR,e,Sugary snacks,Sweets,1986.0,53.4,24.0
176396,2000000035807,Chocolat au lait à croquer à la noix de coco râpée,en:FR,e,Sugary snacks,Chocolate products,2424.0,34.0,28.0
176400,2000000035917,Les P'tits Yabon,en:FR,a,Milk and dairy products,Dairy desserts,331.0,7.29,0.0
176405,2000000035998,N°3 Saint-Domingue Noir 70%,en:FR,e,Sugary snacks,Chocolate products,2248.0,26.8,21.0
176461,2000000036472,Dinkel Hafer Crunchy,Germany,c,Cereals and potatoes,Breakfast cereals,1837.0,13.0,8.0
176463,2000000036533,Boisson Cacao,en:FR,e,Beverages,Sweetened beverages,1613.5,61.0,21.0
176467,2000000036687,Semoule au lait saveur Vanille,en:FR,c,Milk and dairy products,Dairy desserts,492.0,13.9,4.0
176513,2000000038596,Cappucino Gold Vanilla,en:FR,e,Beverages,Sweetened beverages,1938.0,49.9,30.0
176529,2000000039523,Kirschlikör Fässchen,Spain,e,Sugary snacks,Sweets,1851.0,39.0,23.0
176539,2000000039841,Biscino Chocolat Noir,en:FR,e,Sugary snacks,Biscuits and cakes,2054.0,30.9,23.0
176540,2000000039844,Tiramisu,en:FR,d,Milk and dairy products,Dairy desserts,1035.0,22.7,17.0
176570,2000000041658,Oreillettes Traditionnelles,en:FR,d,Sugary snacks,Biscuits and cakes,2284.0,17.0,12.0
176583,2000000042035,Tablette N°1 Côte d'Ivoire Noir 70%,en:FR,e,Sugary snacks,Chocolate products,2360.0,26.6,22.0
176587,2000000042307,Cookies Noisettes & Chocolat Noir,en:FR,e,Sugary snacks,Biscuits and cakes,2243.0,31.0,25.0
176590,2000000042586,Confiture Abricot,en:FR,d,Sugary snacks,Sweets,1052.0,62.0,13.0
176592,2000000042705,Tablette chocolat noir fourré caramel au beurre salé à la fleur de sel,en:FR,e,Sugary snacks,Chocolate products,2050.0,47.0,21.0
176597,2000000042860,Chocolate negro 57% de cacao,Spain,e,Sugary snacks,Chocolate products,2302.0,42.6,25.0
176598,2000000042864,Cintas pica grosella,Spain,d,Sugary snacks,Sweets,1553.0,65.0,14.0
176599,2000000042866,Dulcipica manzana,Spain,d,Sugary snacks,Sweets,1600.0,70.0,14.0
176624,2000000043514,Pétales aux trois céréales Nature,en:FR,c,Cereals and potatoes,Breakfast cereals,1573.0,10.0,5.0
176625,2000000043520,Trésor Max Krunch,en:FR,d,Cereals and potatoes,Breakfast cereals,1791.0,29.0,13.0
176626,2000000043521,Coco Pops Pépites multi-céréales,en:FR,b,Cereals and potatoes,Breakfast cereals,1887.0,18.0,1.0
176630,2000000043576,Dulcipica fresa,Spain,d,Sugary snacks,Sweets,1601.0,69.0,14.0
176631,2000000043578,Dulcipica frambuesa,Spain,d,Sugary snacks,Sweets,1595.0,69.0,15.0
176632,2000000043579,Cintas pica cola,Spain,d,Sugary snacks,Sweets,1555.0,66.0,15.0
176633,2000000043720,2 Petits Beurre,en:FR,e,Sugary snacks,Biscuits and cakes,1902.0,30.3,21.0
176653,2000000044300,Clusters Crunchy Muesli Chocolat au lait ,en:FR,c,Cereals and potatoes,Breakfast cereals,1782.0,24.4,9.0
176654,2000000044307,Pur jus d'orange DELHAIZE,Belgium,c,Beverages,Fruit juices,167.0,9.1,3.0
176657,2000000044320,Golden Crisp Chocolat & Noix de Coco,en:FR,c,Cereals and potatoes,Breakfast cereals,1799.0,14.0,7.0
176661,2000000044643,Miko Swedish Glace Smooth Vanilla,en:FR,d,Milk and dairy products,Ice cream,879.0,24.0,13.0
176668,2000000044887,All Bran Chocolat,en:FR,c,Cereals and potatoes,Breakfast cereals,1661.0,19.0,8.0
176675,2000000044990,Brin de Jour - Céréales fourrées spéculoos,en:FR,c,Cereals and potatoes,Breakfast cereals,1879.0,22.0,8.0
176676,2000000044992,Les P’tits Dodus chocolat noir,en:FR,d,Cereals and potatoes,Breakfast cereals,1858.0,27.9,16.0
176677,2000000044993,Les P'tits Dodus Chocolat au Lait,en:FR,e,Cereals and potatoes,Breakfast cereals,1962.0,26.1,19.0
176680,2000000045033,Jumblies Chocolat et Eclats de Noisette,en:FR,d,Cereals and potatoes,Breakfast cereals,1766.0,42.0,14.0
176682,2000000045037,Früchte Müsli,Germany,c,Cereals and potatoes,Breakfast cereals,1513.0,22.8,7.0
176683,2000000045115,Cruesli Banane & Chocolat édition limitée 2017,en:FR,b,Cereals and potatoes,Breakfast cereals,1828.0,15.0,1.0
176687,2000000045345,Céréales fourrées chocolat et goût caramel,en:FR,c,Cereals and potatoes,Breakfast cereals,1841.0,28.0,8.0
176691,2000000045400,Creamy Choc',en:FR,d,Cereals and potatoes,Breakfast cereals,1824.0,41.8,15.0
176699,2000000045558,Crica' Caramel et Cacao,en:FR,c,Cereals and potatoes,Breakfast cereals,1833.0,33.9,9.0
176700,2000000045561,Milkis au Lait,en:FR,d,Cereals and potatoes,Breakfast cereals,1828.0,36.0,15.0
176707,2000000045785,Mon Jus de Pomme Bio,en:FR,c,Beverages,Fruit juices,201.0,12.0,5.0
176805,2000000235592,"Mini éclairs, chocolat/café - Coup de Coeur",en:FR,d,Sugary snacks,Biscuits and cakes,1167.0,18.8,17.0
176810,2000000900162,Pétales O Choc,en:FR,c,Cereals and potatoes,Breakfast cereals,1561.0,20.3,7.0
176825,2000005351013,Assortiment de Biscuits de Noël,en:FR,e,Sugary snacks,Biscuits and cakes,2147.0,24.8,22.0
176831,20000233,Edel-Bitter-Schokolade Amazonas 60% Kakao,en:FR,e,Sugary snacks,Chocolate products,2362.0,37.9,25.0
176842,20000639,Confiture d'abricots,en:FR,d,Sugary snacks,Sweets,1014.0,51.0,12.0
176843,20000646,Confiture de griottes,en:FR,d,Sugary snacks,Sweets,1018.0,51.0,11.0
176844,20000653,Confiture de fraises,en:FR,d,Sugary snacks,Sweets,983.0,52.0,11.0
176845,20000660,Confiture extra de myrtilles,en:FR,c,Sugary snacks,Sweets,1040.0,55.0,10.0
176846,20000684,Confiture extra de fruits rouges,en:FR,c,Sugary snacks,Sweets,1006.0,52.0,10.0
176847,20000691,Confiture Framboise,en:FR,d,Sugary snacks,Sweets,949.0,51.0,11.0
176852,20000776,Quatre fruits,en:FR,c,Sugary snacks,Sweets,1034.0,57.0,10.0
176854,20000837,Confiture Maribel pêches,en:FR,d,Sugary snacks,Sweets,1012.0,53.0,11.0
176855,20000882,Confiture Cassis,en:FR,d,Sugary snacks,Sweets,990.0,52.0,12.0
176866,20001216,Flakers Choco,en:FR,c,Cereals and potatoes,Breakfast cereals,1610.0,28.8,7.0
176868,20001261,Bonbons pomme acidulée,en:FR,d,Sugary snacks,Sweets,1428.0,49.6,15.0
176870,20001308,Almond,en:FR,e,Milk and dairy products,Ice cream,1394.0,29.6,20.0
176918,20002930,Cappuccino classique,en:FR,e,Beverages,Sweetened beverages,1614.0,54.6,33.0
176919,20002961,Goody Cao,en:FR,d,Sugary snacks,Chocolate products,1565.0,76.7,16.0
176927,20003166,Zarte Haferflocken,Germany,a,Cereals and potatoes,Breakfast cereals,1558.0,0.7,0.0
177003,20005382,Sprits pur beurre ,en:FR,d,Sugary snacks,Biscuits and cakes,2304.0,24.0,18.0
177004,20005383,Spirits,en:FR,d,Sugary snacks,Biscuits and cakes,2304.0,24.0,18.0
177007,20005535,Gaufrettes roulées au chocolat au lait,en:FR,e,Sugary snacks,Biscuits and cakes,2230.0,36.4,26.0
177009,20005559,Soft Cake Framboise,en:FR,e,Sugary snacks,Biscuits and cakes,1595.0,52.7,21.0
177010,20005566,Génoise cerise,en:FR,d,Sugary snacks,Biscuits and cakes,1624.0,49.4,18.0
177018,20005771,Lait noisettes entières,en:FR,e,Sugary snacks,Chocolate products,2397.0,40.2,20.0
177019,20005788,Blanc Noisettes & Céréales croustillantes,en:FR,e,Sugary snacks,Chocolate products,2404.0,45.3,27.0
177020,20005795,Lait Amandes entières,en:FR,e,Sugary snacks,Chocolate products,2473.0,38.7,20.0
177022,20005818,Chocolat Lait Noisettes entières,en:FR,e,Sugary snacks,Chocolate products,2487.0,37.9,20.0
177023,20005825,milk chocolate,en:FR,e,Sugary snacks,Chocolate products,2216.0,57.6,24.0
177024,20005832,Dark chocolate 50% cocoa,Germany,e,Sugary snacks,Chocolate products,2180.0,47.1,26.0
177035,20006365,Minikuchen,Germany,e,Sugary snacks,Biscuits and cakes,1858.0,37.0,27.0
177043,20007973,Jus d'orange,en:FR,c,Beverages,Fruit juices,186.0,9.0,3.0
177046,20008024,Apfel direkt gepresst,Germany,c,Beverages,Fruit juices,219.0,10.5,5.0
177050,20008116,Premium Traubensaft,Germany,e,Beverages,Fruit juices,305.0,16.9,10.0
177057,20008574,Riz soufflé au chocolat,en:FR,c,Cereals and potatoes,Breakfast cereals,1640.0,34.2,9.0
177085,20010373,Boules céréales au chocolat,en:FR,c,Cereals and potatoes,Breakfast cereals,1640.0,29.4,8.0
177133,20014438,Chocolat noir extra fin,en:FR,d,Sugary snacks,Chocolate products,2218.0,27.0,16.0
177147,20015770,Vitafit Cocktail tropical,en:FR,c,Beverages,Fruit juices,179.0,9.8,3.0
177168,20019907,Citron,en:FR,b,Beverages,Fruit juices,113.0,2.0,0.0
177178,20020378,Sirop de grenadine,en:FR,e,Beverages,Sweetened beverages,1276.0,75.0,21.0
177181,20020408,sirop de cassis,en:FR,e,Beverages,Sweetened beverages,1394.0,79.0,21.0
177183,20020422,Sirop de pêche,en:FR,e,Beverages,Sweetened beverages,1360.0,78.0,21.0
177187,20020569,Mousse au chocolat au lait,en:FR,c,Milk and dairy products,Dairy desserts,670.0,20.7,6.0
177189,20020620,Tiramisu (2 Pots),en:FR,d,Milk and dairy products,Dairy desserts,1319.0,13.5,13.0
177220,20022297,Grandino Pépites de Chocolat & Nougatine,en:FR,e,Sugary snacks,Biscuits and cakes,2132.0,34.5,24.0
177222,20022464,Dark chocolate 74% cocoa,en:FR,e,Sugary snacks,Chocolate products,2365.0,27.0,22.0
177223,20022471,Noir dessert ,en:FR,e,Sugary snacks,Chocolate products,2276.0,45.6,26.0
177225,20022648,Barre pâtissière à la vanille et aux œufs frais ,en:FR,d,Sugary snacks,Biscuits and cakes,1468.0,30.7,16.0
177235,20023010,Freeway cola,en:FR,e,Beverages,Sweetened beverages,190.0,10.9,15.0
177237,20023034,Freeway Lemon,en:FR,e,Beverages,Sweetened beverages,163.0,9.1,13.0
177240,20023140,Freeway Cola,en:FR,e,Beverages,Sweetened beverages,183.0,10.7,15.0
177309,20026578,Gaufrettes roulées chocolat noir,en:FR,e,Sugary snacks,Biscuits and cakes,2245.0,33.5,24.0
177312,20026776,Pur jus de pomme ,en:FR,c,Beverages,Fruit juices,197.0,10.5,4.0
177326,20029838,Lait éclats de noisettes,en:FR,e,Sugary snacks,Chocolate products,2296.0,50.6,26.0
177328,20030049,Choco Pouce,en:FR,e,Sugary snacks,Biscuits and cakes,2116.0,36.0,21.0
177330,20030285,Lait,en:FR,e,Sugary snacks,Chocolate products,2364.0,51.7,26.0
177333,20031244,Macarons de coco,en:FR,e,Sugary snacks,Biscuits and cakes,1990.0,48.0,25.0
177350,20033415,Freeway cola light,en:FR,c,Beverages,Sweetened beverages,2.0,0.1,2.0
177356,20034184,Amaretti Italian Biscuits,en:FR,d,Sugary snacks,Biscuits and cakes,1840.0,74.0,15.0
177361,20034801,Sirop de Menthe,en:FR,e,Beverages,Sweetened beverages,1292.0,73.0,21.0
177390,20036188,Runde braune lebkuchen,en:FR,d,Sugary snacks,Biscuits and cakes,1531.0,49.2,18.0
177391,20036232,Dominos dark chocolate,Spain,e,Sugary snacks,Sweets,1634.0,50.1,20.0
177409,20037710,Panettone Classico,en:FR,e,Sugary snacks,Biscuits and cakes,1523.0,32.4,20.0
177411,20038106,Pandoro classico,en:FR,e,Sugary snacks,Biscuits and cakes,1694.0,27.1,23.0
177422,20039837,Pasteles Gloria,Spain,d,Sugary snacks,Sweets,1576.0,53.0,15.0
177434,20041588,Mermelada de melocotón &quot;Boulé&quot;,Spain,c,Sugary snacks,Sweets,753.0,43.2,9.0
177435,20041601,Mermelada de ciruela &quot;Boulé&quot;,Spain,c,Sugary snacks,Sweets,753.0,42.8,9.0
177445,20042387,Sondey Tostada,Portugal,d,Sugary snacks,Biscuits and cakes,1820.0,21.0,12.0
177446,20042400,Morenazos con chocolate negro,Spain,e,Sugary snacks,Biscuits and cakes,2133.0,31.0,24.0
177454,20042905,Petit beurre,en:FR,e,Sugary snacks,Biscuits and cakes,1866.0,24.0,19.0
177494,20044800,Orange,en:FR,e,Beverages,Sweetened beverages,186.0,10.5,14.0
177495,20044916,Freeway limonade,en:FR,e,Beverages,Sweetened beverages,138.0,8.2,11.0
177527,20047009,Chocolat Calendrier de l'avent,en:FR,e,Sugary snacks,Chocolate products,2307.0,56.2,26.0
177530,20047139,Freeway Cola,en:FR,e,Beverages,Sweetened beverages,190.0,10.9,15.0
177531,20047146,Lemon,en:FR,e,Beverages,Sweetened beverages,176.0,10.3,13.0
177547,20048228,Figuritas de mazapán,Spain,d,Sugary snacks,Sweets,1960.0,37.0,15.0
177559,20050764,Dorada,Portugal,e,Sugary snacks,Biscuits and cakes,2020.0,18.6,20.0
177575,20054922,Chenilles acidulées,en:FR,d,Sugary snacks,Sweets,1435.0,47.0,15.0
177587,20056629,Milch-Schokoladen-Streusel,en:FR,e,Sugary snacks,Chocolate products,1905.0,65.3,23.0
177589,20057459,Gouters fourrés goût Vanille,en:FR,e,Sugary snacks,Biscuits and cakes,2085.0,36.0,22.0
177592,20058623,Firone,Germany,e,Sugary snacks,Biscuits and cakes,2093.0,26.7,23.0
177601,20060497,Honey & Lemon Strong,en:FR,b,Sugary snacks,Sweets,637.0,0.1,2.0
177602,20060503,Euka Menthol Strong,en:FR,b,Sugary snacks,Sweets,635.0,0.1,1.0
177603,20060510,Cassis strong,en:FR,b,Sugary snacks,Sweets,637.0,0.1,2.0
177606,20061173,Gaufres de Liège choco,en:FR,e,Sugary snacks,Sweets,1942.0,30.7,21.0
177647,20066178,Crème aux œufs - Saveur vanille,en:FR,c,Milk and dairy products,Dairy desserts,601.0,14.2,6.0
177648,20066778,Crème aux œufs saveur vanille,en:FR,c,Milk and dairy products,Dairy desserts,702.0,18.8,8.0
177649,20067250,Blé soufflé au caramel,en:FR,c,Cereals and potatoes,Breakfast cereals,1598.0,34.0,6.0
177651,20067274,Coco Shells,en:FR,c,Cereals and potatoes,Breakfast cereals,1617.0,28.8,7.0
177663,20068295,Ice tea peche,en:FR,e,Beverages,Sweetened beverages,130.0,7.5,10.0
177664,20068509,Zumo de manzana exprimido ecológico &quot;Biotrend&quot;,Spain,c,Beverages,Fruit juices,200.0,10.5,4.0
177672,20069346,Galette des rois pommes,en:FR,d,Sugary snacks,Biscuits and cakes,1527.0,20.3,15.0
177677,20069506,Vanilla Flavour Layered Ice Cream Log,Portugal,d,Milk and dairy products,Ice cream,616.0,10.8,11.0
177682,20069957,vitafit  Multi-vitamin,Belgium,c,Beverages,Fruit juices,220.0,11.2,5.0
177686,20070281,Poule en chocolat,en:FR,e,Sugary snacks,Chocolate products,2247.0,53.0,26.0
177687,20070472,Galette des Rois Frangipane,en:FR,e,Sugary snacks,Biscuits and cakes,1988.0,15.2,21.0
177697,20071721,Glaces Mini Mix,en:FR,e,Milk and dairy products,Ice cream,1410.0,31.3,20.0
177699,20071936,Müsli Schoko,en:FR,c,Cereals and potatoes,Breakfast cereals,1767.0,26.1,9.0
177700,20071943,Früchte - Müsli,en:FR,b,Cereals and potatoes,Breakfast cereals,1417.0,24.5,1.0
177701,20072353,Energy Drink,en:FR,e,Beverages,Sweetened beverages,190.0,10.1,15.0
177710,20073268,SugarLand - Bonbons Fraises,en:FR,d,Sugary snacks,Sweets,1462.0,49.0,15.0
177718,20076856,Assortiment de pains d'épices aux 3 chocolats,en:FR,e,Sugary snacks,Biscuits and cakes,1724.0,54.7,24.0
177724,20077495,Caramel et biscuit,en:FR,e,Sugary snacks,Sweets,2025.0,44.0,27.0
177737,20080181,Lait Raisins secs & Noisettes,en:FR,e,Sugary snacks,Chocolate products,2209.0,47.6,22.0
177738,20080211,Grandino,en:FR,e,Sugary snacks,Biscuits and cakes,2102.0,36.0,25.0
177746,20081065,Pain de pâte d'amandes,en:FR,e,Sugary snacks,Chocolate products,1841.0,66.0,19.0
177748,20081232,Goûters fourrés au chocolat,en:FR,e,Sugary snacks,Biscuits and cakes,2037.0,36.0,21.0
177751,20081683,L'Onctueux Pêche-Passion,en:FR,d,Milk and dairy products,Dairy desserts,684.0,15.2,11.0
177761,20082710,Schwarzer Johannisbeer-Nektar,Germany,e,Beverages,Fruit nectars,242.0,13.0,18.0
177770,20083311,Mini Cakes Fraise,en:FR,d,Sugary snacks,Biscuits and cakes,1489.0,37.0,17.0
177771,20083328,"Mini Chocolate cakes, cake fourré à la crème de cacao",en:FR,e,Sugary snacks,Biscuits and cakes,1826.0,38.0,19.0
177777,20083960,Boules céréales au cacao,en:FR,c,Cereals and potatoes,Breakfast cereals,1615.0,26.9,7.0
177778,20083984,Fruit hoops,en:FR,c,Cereals and potatoes,Breakfast cereals,1624.0,25.0,7.0
177782,20084134,Petit arlequin Chocolat au lait,en:FR,e,Sugary snacks,Biscuits and cakes,2061.0,34.0,23.0
177783,20084349,Pièce en chocolat,en:FR,e,Sugary snacks,Sweets,2225.0,58.3,26.0
177806,20087944,Miel de fleur,en:FR,d,Sugary snacks,Sweets,1283.0,75.0,13.0
177807,20088057,Haselnuss Alpenvollmilch,Germany,e,Sugary snacks,Chocolate products,2328.0,49.0,24.0
177813,20089566,nulacta,Germany,d,Sugary snacks,Sweets,2330.0,50.1,18.0
177814,20089986,Biscuits Petit Déjeuner Céréales & chocolat,en:FR,d,Sugary snacks,Biscuits and cakes,1934.0,29.0,11.0
177816,20091170,Schoko & Keks Milchcreme,Germany,e,Sugary snacks,Chocolate products,2204.0,51.5,27.0
177817,20091187,Schoko & Keks Cappuccino,Germany,e,Sugary snacks,Chocolate products,2213.0,50.6,27.0
177818,20091330,Lait extra fin,en:FR,e,Sugary snacks,Chocolate products,2365.0,51.8,26.0
177825,20093273,Pur Jus d'Ananas,en:FR,d,Beverages,Fruit juices,211.0,11.4,6.0
177827,20093709,Galettes Bretonnes,en:FR,e,Sugary snacks,Biscuits and cakes,2011.0,30.0,27.0
177828,20093716,Palets bretons pur beurre ,en:FR,e,Sugary snacks,Biscuits and cakes,2144.0,26.0,24.0
177833,20094638,Crème Dessert saveur Vanille,en:FR,c,Milk and dairy products,Dairy desserts,467.0,15.3,4.0
177834,20094645,Crème dessert chocolat,en:FR,c,Milk and dairy products,Dairy desserts,550.0,18.3,4.0
177873,20099930,Cent-Wafers parfum Vanille,en:FR,e,Sugary snacks,Biscuits and cakes,2147.0,40.7,25.0
177892,2010035500603,Mimosa - Vanille praliné,en:FR,c,Milk and dairy products,Ice cream,389.0,12.3,6.0
177894,2010081899996,Lettre en chocolat au lait,en:FR,e,Sugary snacks,Chocolate products,2229.0,55.9,23.0
177896,20100940,Petit Clown Chocolat au lait,en:FR,e,Sugary snacks,Biscuits and cakes,2083.0,34.0,25.0
177898,20101176,Mousse au Chocolat Noir,en:FR,c,Sugary snacks,Chocolate products,576.0,19.7,3.0
177942,20107868,Céréales fourrées à la noisette,en:FR,d,Cereals and potatoes,Breakfast cereals,1937.0,36.0,13.0
177948,20108401,Bio muesli croustillant ,en:FR,d,Cereals and potatoes,Breakfast cereals,1820.0,26.4,11.0
177955,20108663,Jus d'orange à base de concentré,en:FR,c,Beverages,Fruit juices,186.0,9.0,3.0
177992,20113520,Mousse au chocolat,en:FR,e,Sugary snacks,Chocolate products,2344.0,50.0,23.0
177994,20113687,Bio Cookies chocolat noisettes ,en:FR,d,Sugary snacks,Biscuits and cakes,2152.0,26.0,18.0
177999,20113807,Nectar d'orange ,en:FR,e,Beverages,Fruit nectars,165.0,8.72,10.0
178006,20114701,Confiture abricot Bio Maribel,en:FR,d,Sugary snacks,Sweets,1004.0,57.0,11.0
178056,20121877,Galletas saladas,Spain,e,Sugary snacks,Biscuits and cakes,2056.0,6.0,25.0
178057,20121891,Morenazos,Portugal,e,Sugary snacks,Biscuits and cakes,2088.0,35.0,24.0
178064,20122720,Orange,Germany,c,Beverages,Fruit juices,186.0,9.1,4.0
178065,20122874,Gâteau au Crumble Pomme,en:FR,e,Sugary snacks,Biscuits and cakes,1613.0,36.8,21.0
178066,20122881,Gâteau au Crumble Cerise,en:FR,e,Sugary snacks,Biscuits and cakes,1613.0,36.8,21.0
178078,20125271,Petit chocolat,en:FR,e,Sugary snacks,Chocolate products,2360.0,35.9,24.0
178084,20126278,Cookies,en:FR,e,Sugary snacks,Biscuits and cakes,2132.0,34.5,24.0
178100,20127541,Petit Beurre au Chocolat Noir,en:FR,e,Sugary snacks,Biscuits and cakes,2035.0,37.0,21.0
178105,20128029,Sesame bites,en:FR,d,Sugary snacks,Sweets,2402.0,23.3,18.0
178125,20131548,Goût Yaourt - croustillant fraise,en:FR,e,Sugary snacks,Chocolate products,2394.0,50.2,27.0
178127,20131579,Milk + Chocolate,en:FR,e,Sugary snacks,Sweets,2372.0,49.9,28.0
178132,20132170,Speculoos,en:FR,e,Sugary snacks,Biscuits and cakes,2032.0,32.9,21.0
178136,20133849,Banana Chocolate Puffs,en:FR,d,Cereals and potatoes,Breakfast cereals,1806.0,37.5,15.0
178137,20133856,Honey Chocolate Puffs,en:FR,d,Cereals and potatoes,Breakfast cereals,1765.0,36.2,11.0
178138,20134075,Pur Jus De Grenade Bio,en:FR,d,Beverages,Fruit juices,251.0,13.0,8.0
178148,20136307,Brasilia,en:FR,e,Sugary snacks,Biscuits and cakes,2253.0,55.6,26.0
178149,20136321,Medaillon Classic,en:FR,e,Sugary snacks,Chocolate products,2278.0,51.5,23.0
178191,20143817,Petits-beurres nappés chocolat au lait,en:FR,e,Sugary snacks,Biscuits and cakes,2092.0,35.1,22.0
178192,20143824,Biscino Chocolat Noir,en:FR,e,Sugary snacks,Biscuits and cakes,2054.0,30.9,23.0
178214,20146900,Blanc Fraise,en:FR,e,Sugary snacks,Chocolate products,2363.0,53.2,28.0
178216,20147426,Cookies Biscuits,en:FR,e,Sugary snacks,Biscuits and cakes,2109.0,34.0,23.0
178217,20147433,"Biscuits aux céréales, aux pépites de chocolat et au lait",en:FR,d,Sugary snacks,Biscuits and cakes,1975.0,26.0,12.0
178224,20148218,Bio-Apfel Direktsaft,Germany,c,Beverages,Fruit juices,201.0,10.5,4.0
178233,20149871,Petit Clown Noir,en:FR,e,Sugary snacks,Biscuits and cakes,2069.0,32.0,24.0
178234,20149888,Petit Arlequin Chocolat noir,en:FR,e,Sugary snacks,Biscuits and cakes,2027.0,32.0,23.0
178236,20149970,Cappuccino arôme Caramel ,en:FR,e,Beverages,Sweetened beverages,1655.0,68.3,31.0
178239,20150624,Crunchy Peanut Butter,en:FR,d,Sugary snacks,Sweets,2586.0,7.0,16.0
178253,20151591,Muesli bio aux fruits séchés,en:FR,a,Cereals and potatoes,Breakfast cereals,1510.0,16.1,0.0
178255,20151737,Tableta de chocolate negro 70% cacao,Spain,e,Sugary snacks,Chocolate products,2378.0,28.4,23.0
178263,20152917,Corn Flakes,Spain,a,Cereals and potatoes,Breakfast cereals,1579.0,6.0,0.0
178278,20154349,Lait extra fin éclats de noisettes,en:FR,e,Sugary snacks,Chocolate products,2357.0,47.6,24.0
